state,city,total_drug_count,latitude,longitude,name
AL,NEWTON,257,32.318231,-86.902298,Alabama
AL,HEFLIN,484,32.318231,-86.902298,Alabama
AL,HEADLAND,310,32.318231,-86.902298,Alabama
AL,HAZEL GREEN,356,32.318231,-86.902298,Alabama
AL,HAYNEVILLE,199,32.318231,-86.902298,Alabama
AL,HARVEST,122,32.318231,-86.902298,Alabama
AL,HARTSELLE,1806,32.318231,-86.902298,Alabama
AL,HARTFORD,232,32.318231,-86.902298,Alabama
AL,HARPERSVILLE,56,32.318231,-86.902298,Alabama
AL,HANCEVILLE,145,32.318231,-86.902298,Alabama
AL,HAMPTON COVE,7,32.318231,-86.902298,Alabama
AL,HAMILTON,890,32.318231,-86.902298,Alabama
AL,HALEYVILLE,1875,32.318231,-86.902298,Alabama
AL,HACKLEBURG,512,32.318231,-86.902298,Alabama
AL,GURLEY,252,32.318231,-86.902298,Alabama
AL,GUNTERSVILLE,2894,32.318231,-86.902298,Alabama
AL,HELENA,351,32.318231,-86.902298,Alabama
AL,GUNTERSILLE,24,32.318231,-86.902298,Alabama
AL,HENAGAR,440,32.318231,-86.902298,Alabama
AL,HOKES BLUFF,87,32.318231,-86.902298,Alabama
AL,LACEYS SPRING,70,32.318231,-86.902298,Alabama
AL,KILLEN,623,32.318231,-86.902298,Alabama
AL,JEMISON,419,32.318231,-86.902298,Alabama
AL,JASPER,5858,32.318231,-86.902298,Alabama
AL,JACKSONVILLE,1135,32.318231,-86.902298,Alabama
AL,JACKSON,960,32.318231,-86.902298,Alabama
AL,IRVINGTON,346,32.318231,-86.902298,Alabama
AL,IRONDALE,535,32.318231,-86.902298,Alabama
AL,HUTNSVILLE,12,32.318231,-86.902298,Alabama
AL,HUNTSVILLE,21600,32.318231,-86.902298,Alabama
AL,HUEYTOWN,1192,32.318231,-86.902298,Alabama
AL,HORTON,67,32.318231,-86.902298,Alabama
AL,HOOVER,1785,32.318231,-86.902298,Alabama
AL,HOMEWOOD,1376,32.318231,-86.902298,Alabama
AL,HOLLY POND,18,32.318231,-86.902298,Alabama
AL,HOBSON CITY,34,32.318231,-86.902298,Alabama
AL,GULF SHORES,1223,32.318231,-86.902298,Alabama
AL,GUIN,371,32.318231,-86.902298,Alabama
AL,GROVE HILL,640,32.318231,-86.902298,Alabama
AL,FT MCCLELLAN,82,32.318231,-86.902298,Alabama
AL,FRISCO CITY,4,32.318231,-86.902298,Alabama
AL,FORT RUCKER,24,32.318231,-86.902298,Alabama
AL,FORT PAYNE,2619,32.318231,-86.902298,Alabama
AL,FORESTDALE,8,32.318231,-86.902298,Alabama
AL,FOLEY,2472,32.318231,-86.902298,Alabama
AL,FLORENCE,8330,32.318231,-86.902298,Alabama
AL,FLORALA,259,32.318231,-86.902298,Alabama
AL,FLOMATON,283,32.318231,-86.902298,Alabama
AL,FAYETTE,1370,32.318231,-86.902298,Alabama
AL,FAIRHOPE,4930,32.318231,-86.902298,Alabama
AL,FAIRHOP,146,32.318231,-86.902298,Alabama
AL,FAIRFIELD,141,32.318231,-86.902298,Alabama
AL,EVERGREEN,1363,32.318231,-86.902298,Alabama
AL,EVA,21,32.318231,-86.902298,Alabama
AL,FT RUCKER,7,32.318231,-86.902298,Alabama
AL,FT. RUCKER,1,32.318231,-86.902298,Alabama
AL,FULTON,4,32.318231,-86.902298,Alabama
AL,FULTONDALE,867,32.318231,-86.902298,Alabama
AL,GREENWELL SPRINGS,4,32.318231,-86.902298,Alabama
AL,GREENVILLE,1495,32.318231,-86.902298,Alabama
AL,GREENSBORO,492,32.318231,-86.902298,Alabama
AL,GRAYSVILLE,207,32.318231,-86.902298,Alabama
AL,GRANT,189,32.318231,-86.902298,Alabama
AL,GRAND BAY,304,32.318231,-86.902298,Alabama
AL,GORDO,376,32.318231,-86.902298,Alabama
AL,LAFAYETTE,210,32.318231,-86.902298,Alabama
AL,GLENCOE,132,32.318231,-86.902298,Alabama
AL,GERALDINE,227,32.318231,-86.902298,Alabama
AL,GEORGIANA,392,32.318231,-86.902298,Alabama
AL,GENEVA,950,32.318231,-86.902298,Alabama
AL,GARDENDALE,1816,32.318231,-86.902298,Alabama
AL,GADSEN,51,32.318231,-86.902298,Alabama
AL,GADSDEN,9985,32.318231,-86.902298,Alabama
AL,FYFFE,83,32.318231,-86.902298,Alabama
AL,GILBERTOWN,359,32.318231,-86.902298,Alabama
AL,LANETT,94,32.318231,-86.902298,Alabama
AL,LEEDS,254,32.318231,-86.902298,Alabama
AL,LEESBURG,338,32.318231,-86.902298,Alabama
AL,OWENS CROSS ROADS,307,32.318231,-86.902298,Alabama
AL,ORANGE BEACH,176,32.318231,-86.902298,Alabama
AL,OPP,1355,32.318231,-86.902298,Alabama
AL,OPELKA,32,32.318231,-86.902298,Alabama
AL,OPELIKA,5343,32.318231,-86.902298,Alabama
AL,ONEONTA,1608,32.318231,-86.902298,Alabama
AL,OHATCHEE,228,32.318231,-86.902298,Alabama
AL,ODENVILLE,2,32.318231,-86.902298,Alabama
AL,OAKMAN,5,32.318231,-86.902298,Alabama
AL,NOTASULGA,126,32.318231,-86.902298,Alabama
AL,NORTHPORT,2887,32.318231,-86.902298,Alabama
AL,REDSTONE ARSENAL,107,32.318231,-86.902298,Alabama
AL,NEW MARKET,111,32.318231,-86.902298,Alabama
AL,MUSCLE SHOALS,2223,32.318231,-86.902298,Alabama
AL,MUNFORD,56,32.318231,-86.902298,Alabama
AL,OWENS CROSSROADS,4,32.318231,-86.902298,Alabama
AL,OXFORD,1331,32.318231,-86.902298,Alabama
AL,OZARK,1630,32.318231,-86.902298,Alabama
AL,PARRISH,141,32.318231,-86.902298,Alabama
AL,RED BAY,726,32.318231,-86.902298,Alabama
AL,RAINSVILLE,672,32.318231,-86.902298,Alabama
AL,RAINBOW CITY,1190,32.318231,-86.902298,Alabama
AL,PRICHARD,21,32.318231,-86.902298,Alabama
AL,PRATTVILLE,2844,32.318231,-86.902298,Alabama
AL,PLEASANT GROVE,16,32.318231,-86.902298,Alabama
AL,PISGAH,317,32.318231,-86.902298,Alabama
AL,MT VERNON,44,32.318231,-86.902298,Alabama
AL,PINSON,965,32.318231,-86.902298,Alabama
AL,PINE APPLE,40,32.318231,-86.902298,Alabama
AL,PIKE ROAD,67,32.318231,-86.902298,Alabama
AL,PIEDMONT,497,32.318231,-86.902298,Alabama
AL,PHIL CAMPBELL,6,32.318231,-86.902298,Alabama
AL,PHENIX CITY,1866,32.318231,-86.902298,Alabama
AL,PELL CITY,2168,32.318231,-86.902298,Alabama
AL,PELHAM,1259,32.318231,-86.902298,Alabama
AL,PINEAPPLE,158,32.318231,-86.902298,Alabama
AL,EUTAW,517,32.318231,-86.902298,Alabama
AL,MOUNTAIN BROOK,61,32.318231,-86.902298,Alabama
AL,MOUNT VERNON,45,32.318231,-86.902298,Alabama
AL,MAXWELL AFB,6,32.318231,-86.902298,Alabama
AL,MARION,515,32.318231,-86.902298,Alabama
AL,MAPLESVILLE,67,32.318231,-86.902298,Alabama
AL,MADISON,2657,32.318231,-86.902298,Alabama
AL,LYNN,11,32.318231,-86.902298,Alabama
AL,LUVERNE,1001,32.318231,-86.902298,Alabama
AL,LOXLEY,210,32.318231,-86.902298,Alabama
AL,LOUISVILLE,71,32.318231,-86.902298,Alabama
AL,LOCUST FORK,4,32.318231,-86.902298,Alabama
AL,LIVINGSTON,449,32.318231,-86.902298,Alabama
AL,LINEVILLE,450,32.318231,-86.902298,Alabama
AL,LINDEN,277,32.318231,-86.902298,Alabama
AL,LINCOLN,622,32.318231,-86.902298,Alabama
AL,LILLIAN,225,32.318231,-86.902298,Alabama
AL,LEXINGTON,216,32.318231,-86.902298,Alabama
AL,MAXWELL AIR FORCE BASE,7,32.318231,-86.902298,Alabama
AL,MC CALLA,241,32.318231,-86.902298,Alabama
AL,MCCALLA,179,32.318231,-86.902298,Alabama
AL,MCINTOSH,102,32.318231,-86.902298,Alabama
AL,MOUNT OLIVE,42,32.318231,-86.902298,Alabama
AL,MOUNDVILLE,266,32.318231,-86.902298,Alabama
AL,MOULTON,1249,32.318231,-86.902298,Alabama
AL,MOODY,345,32.318231,-86.902298,Alabama
AL,MONTROSE,17,32.318231,-86.902298,Alabama
AL,MONTOMGERY,72,32.318231,-86.902298,Alabama
AL,MONTOMERY,4,32.318231,-86.902298,Alabama
AL,MOUNTAIN BRK,280,32.318231,-86.902298,Alabama
AL,MONTGOMERY,24113,32.318231,-86.902298,Alabama
AL,MONROEVILLE,1302,32.318231,-86.902298,Alabama
AL,MOBILE,34365,32.318231,-86.902298,Alabama
AL,MILLPORT,72,32.318231,-86.902298,Alabama
AL,MILLBROOK,217,32.318231,-86.902298,Alabama
AL,MIDLAND CITY,85,32.318231,-86.902298,Alabama
AL,MIDFIELD,36,32.318231,-86.902298,Alabama
AL,MERIDIANVILLE,46,32.318231,-86.902298,Alabama
AL,MONTEVALLO,516,32.318231,-86.902298,Alabama
AL,EUFAULA,1750,32.318231,-86.902298,Alabama
AL,ENTERPRISE,3169,32.318231,-86.902298,Alabama
AL,ENSLEY,3,32.318231,-86.902298,Alabama
AL,SLOCOMB,248,32.318231,-86.902298,Alabama
AL,SMITHS,62,32.318231,-86.902298,Alabama
AL,SMITHS STATION,1,32.318231,-86.902298,Alabama
AL,SNEAD,380,32.318231,-86.902298,Alabama
AL,SOUTHSIDE,499,32.318231,-86.902298,Alabama
AL,SPANISH FORT,208,32.318231,-86.902298,Alabama
AL,SPRINGVILLE,514,32.318231,-86.902298,Alabama
AL,STERRETT,9,32.318231,-86.902298,Alabama
AL,STEVENSON,607,32.318231,-86.902298,Alabama
AL,SULLIGENT,378,32.318231,-86.902298,Alabama
AL,SUMITON,536,32.318231,-86.902298,Alabama
AL,SUMMERDALE,84,32.318231,-86.902298,Alabama
AL,SYLACAUGA,2692,32.318231,-86.902298,Alabama
AL,SYLACOUGA,162,32.318231,-86.902298,Alabama
AL,TALLADEGA,1731,32.318231,-86.902298,Alabama
AL,SHEFFIELD,4281,32.318231,-86.902298,Alabama
AL,SEMMES,372,32.318231,-86.902298,Alabama
AL,SELMA,4371,32.318231,-86.902298,Alabama
AL,SECTION,224,32.318231,-86.902298,Alabama
AL,ALABASTER,3328,32.318231,-86.902298,Alabama
AL,ADDISON,190,32.318231,-86.902298,Alabama
AL,ADAMSVILLE,477,32.318231,-86.902298,Alabama
AL,ABBEVILLE,777,32.318231,-86.902298,Alabama
AL,REFORM,634,32.318231,-86.902298,Alabama
AL,ROANOKE,994,32.318231,-86.902298,Alabama
AL,ROBERSTDALE,200,32.318231,-86.902298,Alabama
AL,TALLASSEE,1256,32.318231,-86.902298,Alabama
AL,ROBERTSDALE,700,32.318231,-86.902298,Alabama
AL,ROGERSVILLE,235,32.318231,-86.902298,Alabama
AL,RUSSELLVILLE,1413,32.318231,-86.902298,Alabama
AL,SAMSON,256,32.318231,-86.902298,Alabama
AL,SARALAND,1570,32.318231,-86.902298,Alabama
AL,SARDIS CITY,355,32.318231,-86.902298,Alabama
AL,SATSUMA,2,32.318231,-86.902298,Alabama
AL,SCOTTSBORO,3202,32.318231,-86.902298,Alabama
AL,ROCKFORD,67,32.318231,-86.902298,Alabama
AL,ALBERTVILLE,3459,32.318231,-86.902298,Alabama
AL,TANNER,3,32.318231,-86.902298,Alabama
AL,THEODORE,4,32.318231,-86.902298,Alabama
AL,VESTAVIA HILLS,87,32.318231,-86.902298,Alabama
AL,VESTAVIA HLS,119,32.318231,-86.902298,Alabama
AL,WADLEY,72,32.318231,-86.902298,Alabama
AL,WALNUT GROVE,78,32.318231,-86.902298,Alabama
AL,WARRIOR,444,32.318231,-86.902298,Alabama
AL,WASILLA,6,32.318231,-86.902298,Alabama
AL,WEDOWEE,259,32.318231,-86.902298,Alabama
AL,WELLINGTON,10,32.318231,-86.902298,Alabama
AL,WESTOVER,2,32.318231,-86.902298,Alabama
AL,WETUMPKA,1503,32.318231,-86.902298,Alabama
AL,WINFIELD,1850,32.318231,-86.902298,Alabama
AL,WOODLAND,395,32.318231,-86.902298,Alabama
AL,WOODSTOCK,4,32.318231,-86.902298,Alabama
AL,WOODVILLE,56,32.318231,-86.902298,Alabama
AL,YORK,507,32.318231,-86.902298,Alabama
AL,VESTAVIA,298,32.318231,-86.902298,Alabama
AL,VERNON,21,32.318231,-86.902298,Alabama
AL,VANCE,201,32.318231,-86.902298,Alabama
AL,VALLEY GRANDE,38,32.318231,-86.902298,Alabama
AL,THOMASVILLE,872,32.318231,-86.902298,Alabama
AL,THORSBY,3,32.318231,-86.902298,Alabama
AL,TONEY,250,32.318231,-86.902298,Alabama
AL,TOXEY,251,32.318231,-86.902298,Alabama
AL,TROY,2336,32.318231,-86.902298,Alabama
AL,TRUSSVILLE,474,32.318231,-86.902298,Alabama
AL,TUSACLOOSA,11,32.318231,-86.902298,Alabama
AL,TARRANT,132,32.318231,-86.902298,Alabama
AL,TUSCALOOSA,14610,32.318231,-86.902298,Alabama
AL,TUSCLAOOSA,11,32.318231,-86.902298,Alabama
AL,TUSCUMBIA,920,32.318231,-86.902298,Alabama
AL,TUSKEGEE,219,32.318231,-86.902298,Alabama
AL,UNION SPRINGS,617,32.318231,-86.902298,Alabama
AL,UNIONTOWN,217,32.318231,-86.902298,Alabama
AL,URIAH,117,32.318231,-86.902298,Alabama
AL,VALLEY,1883,32.318231,-86.902298,Alabama
AL,TUSCALOUSA,5,32.318231,-86.902298,Alabama
AL,RED LEVEL,82,32.318231,-86.902298,Alabama
AL,ALEX CITY,16,32.318231,-86.902298,Alabama
AL,ALEXANDRIA,104,32.318231,-86.902298,Alabama
AL,CORDOVA,9,32.318231,-86.902298,Alabama
AL,COLUMBIANA,678,32.318231,-86.902298,Alabama
AL,COLLINSVILLE,319,32.318231,-86.902298,Alabama
AL,CLEVELAND,193,32.318231,-86.902298,Alabama
AL,CLAYTON,171,32.318231,-86.902298,Alabama
AL,CLANTON,1667,32.318231,-86.902298,Alabama
AL,CITRONELLE,203,32.318231,-86.902298,Alabama
AL,CHILDERSBURG,508,32.318231,-86.902298,Alabama
AL,CHEROKEE,127,32.318231,-86.902298,Alabama
AL,CHELSEA,28,32.318231,-86.902298,Alabama
AL,CHATOM,464,32.318231,-86.902298,Alabama
AL,CENTREVILLE,655,32.318231,-86.902298,Alabama
AL,CENTRE,1920,32.318231,-86.902298,Alabama
AL,CENTER POINT,9,32.318231,-86.902298,Alabama
AL,CEDAR BLUFF,83,32.318231,-86.902298,Alabama
AL,COURTLAND,301,32.318231,-86.902298,Alabama
AL,COWARTS,15,32.318231,-86.902298,Alabama
AL,CROSSVILLE,159,32.318231,-86.902298,Alabama
AL,CULLMAN,8816,32.318231,-86.902298,Alabama
AL,ELMORE,1,32.318231,-86.902298,Alabama
AL,ELKMONT,231,32.318231,-86.902298,Alabama
AL,ELBERTA,530,32.318231,-86.902298,Alabama
AL,ELBA,276,32.318231,-86.902298,Alabama
AL,EIGHT MILE,18,32.318231,-86.902298,Alabama
AL,ECLECTIC,206,32.318231,-86.902298,Alabama
AL,DOZIER,119,32.318231,-86.902298,Alabama
AL,CASTLEBERRY,27,32.318231,-86.902298,Alabama
AL,DOUGLAS,2,32.318231,-86.902298,Alabama
AL,DOTHAN,14589,32.318231,-86.902298,Alabama
AL,DORA,180,32.318231,-86.902298,Alabama
AL,DEMOPOLIS,1662,32.318231,-86.902298,Alabama
AL,DECATUR,8652,32.318231,-86.902298,Alabama
AL,DAPHNE,2583,32.318231,-86.902298,Alabama
AL,DALEVILLE,218,32.318231,-86.902298,Alabama
AL,DADEVILLE,1250,32.318231,-86.902298,Alabama
AL,DOUBLE SPRINGS,216,32.318231,-86.902298,Alabama
AL,ALEXANDER CITY,2945,32.318231,-86.902298,Alabama
AL,CARROLLTON,236,32.318231,-86.902298,Alabama
AL,CAMDEN,446,32.318231,-86.902298,Alabama
AL,AUTAUGAVILLE,542,32.318231,-86.902298,Alabama
AL,AUBURN UNIVERSITY,3,32.318231,-86.902298,Alabama
AL,AUBURN,2847,32.318231,-86.902298,Alabama
AL,ATTALLA,467,32.318231,-86.902298,Alabama
AL,ATMORE,1856,32.318231,-86.902298,Alabama
AL,ATHENS,3171,32.318231,-86.902298,Alabama
AL,ASHVILLE,102,32.318231,-86.902298,Alabama
AL,ASHLAND,817,32.318231,-86.902298,Alabama
AL,ASHFORD,5,32.318231,-86.902298,Alabama
AL,ARDMORE,143,32.318231,-86.902298,Alabama
AL,ARAB,1124,32.318231,-86.902298,Alabama
AL,ANNISTON,6741,32.318231,-86.902298,Alabama
AL,ANDALUSIA,2305,32.318231,-86.902298,Alabama
AL,ALLENTOWN,3,32.318231,-86.902298,Alabama
AL,ALICEVILLE,422,32.318231,-86.902298,Alabama
AL,BAY MINETTE,1264,32.318231,-86.902298,Alabama
AL,BAYOU LA BATRE,147,32.318231,-86.902298,Alabama
AL,BERRY,53,32.318231,-86.902298,Alabama
AL,BESSEMER,4551,32.318231,-86.902298,Alabama
AL,CALERA,993,32.318231,-86.902298,Alabama
AL,BUTLER,910,32.318231,-86.902298,Alabama
AL,BRYANT,140,32.318231,-86.902298,Alabama
AL,BRUNDIDGE,338,32.318231,-86.902298,Alabama
AL,BROWNSBORO,217,32.318231,-86.902298,Alabama
AL,BROOKLYN,146,32.318231,-86.902298,Alabama
AL,BRIERFIELD 1,5,32.318231,-86.902298,Alabama
AL,CARBON HILL,125,32.318231,-86.902298,Alabama
AL,BRIDGEPORT,9,32.318231,-86.902298,Alabama
AL,BOAZ,1566,32.318231,-86.902298,Alabama
AL,BLOUNTSVILLE,183,32.318231,-86.902298,Alabama
AL,BIRMNGHAM,27,32.318231,-86.902298,Alabama
AL,BIRMINGHAM,70629,32.318231,-86.902298,Alabama
AL,BIRMINGAM,1,32.318231,-86.902298,Alabama
AL,BIRIMINGHAM,7,32.318231,-86.902298,Alabama
AL,BHAM,11,32.318231,-86.902298,Alabama
AL,BREWTON,1407,32.318231,-86.902298,Alabama
AL,REDSTOE ARSENAL,2,32.318231,-86.902298,Alabama
AK,ADAK,1,63.588753000000004,-154.493062,Alaska
AK,WRANGELL,157,63.588753000000004,-154.493062,Alaska
AK,FAIRBANKS,2717,63.588753000000004,-154.493062,Alaska
AK,FARIBANKS,8,63.588753000000004,-154.493062,Alaska
AK,FORT RICHARDSON,1,63.588753000000004,-154.493062,Alaska
AK,FORT WAINWRIGHT,15,63.588753000000004,-154.493062,Alaska
AK,FORT YUKON,8,63.588753000000004,-154.493062,Alaska
AK,FT WAINWRIGHT,4,63.588753000000004,-154.493062,Alaska
AK,FAIR BANKS,25,63.588753000000004,-154.493062,Alaska
AK,GAKONA,9,63.588753000000004,-154.493062,Alaska
AK,GLENNALLEN,29,63.588753000000004,-154.493062,Alaska
AK,GUSTAVUS,4,63.588753000000004,-154.493062,Alaska
AK,HAINES,87,63.588753000000004,-154.493062,Alaska
AK,HOMER,693,63.588753000000004,-154.493062,Alaska
AK,HOOPER BAY,15,63.588753000000004,-154.493062,Alaska
AK,HYDABURG,20,63.588753000000004,-154.493062,Alaska
AK,GALENA,14,63.588753000000004,-154.493062,Alaska
AK,JBER,32,63.588753000000004,-154.493062,Alaska
AK,ELMENDORF AFB,28,63.588753000000004,-154.493062,Alaska
AK,EAGLE RIVER,514,63.588753000000004,-154.493062,Alaska
AK,ANCHOR POINT,4,63.588753000000004,-154.493062,Alaska
AK,ANCHORAGE,13418,63.588753000000004,-154.493062,Alaska
AK,ANIAK,18,63.588753000000004,-154.493062,Alaska
AK,BARROW,3,63.588753000000004,-154.493062,Alaska
AK,BETHEL,505,63.588753000000004,-154.493062,Alaska
AK,"BETHEL,",48,63.588753000000004,-154.493062,Alaska
AK,EIELSON AFB,2,63.588753000000004,-154.493062,Alaska
AK,BREVIG MISSION,10,63.588753000000004,-154.493062,Alaska
AK,CLEAR,1,63.588753000000004,-154.493062,Alaska
AK,CORDOVA,17,63.588753000000004,-154.493062,Alaska
AK,CRAIG,87,63.588753000000004,-154.493062,Alaska
AK,DELTA JUNCTION,193,63.588753000000004,-154.493062,Alaska
AK,DENALI PARK,3,63.588753000000004,-154.493062,Alaska
AK,DILLINGHAM,214,63.588753000000004,-154.493062,Alaska
AK,CHUGIAK,23,63.588753000000004,-154.493062,Alaska
AK,JUNEAU,968,63.588753000000004,-154.493062,Alaska
AK,DUTCH HARBOR,2,63.588753000000004,-154.493062,Alaska
AK,KENAI,402,63.588753000000004,-154.493062,Alaska
AK,SKAGWAY,8,63.588753000000004,-154.493062,Alaska
AK,SOLDOTNA,1656,63.588753000000004,-154.493062,Alaska
AK,ST PAUL ISLAND,26,63.588753000000004,-154.493062,Alaska
AK,STERLING,13,63.588753000000004,-154.493062,Alaska
AK,SUITE 1,13,63.588753000000004,-154.493062,Alaska
AK,TALKEETNA,97,63.588753000000004,-154.493062,Alaska
AK,SITKA,375,63.588753000000004,-154.493062,Alaska
AK,TOGIAK,6,63.588753000000004,-154.493062,Alaska
AK,TOKSOOK BAY,52,63.588753000000004,-154.493062,Alaska
AK,UNALASKA,26,63.588753000000004,-154.493062,Alaska
AK,VALDEZ,120,63.588753000000004,-154.493062,Alaska
AK,WASILLA,2408,63.588753000000004,-154.493062,Alaska
AK,WILLOW,101,63.588753000000004,-154.493062,Alaska
AK,KAKE,66,63.588753000000004,-154.493062,Alaska
AK,TOK,73,63.588753000000004,-154.493062,Alaska
AK,SEWARD,337,63.588753000000004,-154.493062,Alaska
AK,TANANA,5,63.588753000000004,-154.493062,Alaska
AK,SAND POINT,15,63.588753000000004,-154.493062,Alaska
AK,KETCHIKAN,750,63.588753000000004,-154.493062,Alaska
AK,SELDOVIA,12,63.588753000000004,-154.493062,Alaska
AK,KING COVE,27,63.588753000000004,-154.493062,Alaska
AK,KLAWOCK,136,63.588753000000004,-154.493062,Alaska
AK,KODIAK,383,63.588753000000004,-154.493062,Alaska
AK,KOTZEBUE,295,63.588753000000004,-154.493062,Alaska
AK,METLAKATLA,23,63.588753000000004,-154.493062,Alaska
AK,NINILCHIK,11,63.588753000000004,-154.493062,Alaska
AK,MCGRATH,9,63.588753000000004,-154.493062,Alaska
AK,NOME,96,63.588753000000004,-154.493062,Alaska
AK,NORTH POLE,3,63.588753000000004,-154.493062,Alaska
AK,PALMER,1265,63.588753000000004,-154.493062,Alaska
AK,PETERSBURG,70,63.588753000000004,-154.493062,Alaska
AK,SAINT MARYS,9,63.588753000000004,-154.493062,Alaska
AK,SALDOTNA,4,63.588753000000004,-154.493062,Alaska
AZ,GOLD CANYON,506,34.048928000000004,-111.093731,Arizona
AZ,GREEN VALLEY,2835,34.048928000000004,-111.093731,Arizona
AZ,GRAND CANYON,59,34.048928000000004,-111.093731,Arizona
AZ,HEREFORD,22,34.048928000000004,-111.093731,Arizona
AZ,GOODYEAR,4842,34.048928000000004,-111.093731,Arizona
AZ,GOLDEN VALLEY,433,34.048928000000004,-111.093731,Arizona
AZ,GUADALUPE,111,34.048928000000004,-111.093731,Arizona
AZ,GLOBE,1340,34.048928000000004,-111.093731,Arizona
AZ,FT. HUACHUCA,4,34.048928000000004,-111.093731,Arizona
AZ,GILBERT,10951,34.048928000000004,-111.093731,Arizona
AZ,GILBART,4,34.048928000000004,-111.093731,Arizona
AZ,GILA BEND,38,34.048928000000004,-111.093731,Arizona
AZ,GANADO,352,34.048928000000004,-111.093731,Arizona
AZ,FT. MOHAVE,1,34.048928000000004,-111.093731,Arizona
AZ,FT MCDOWELL,2,34.048928000000004,-111.093731,Arizona
AZ,HIGLEY,83,34.048928000000004,-111.093731,Arizona
AZ,FT HUACHUCA,2,34.048928000000004,-111.093731,Arizona
AZ,GLENDALE,18979,34.048928000000004,-111.093731,Arizona
AZ,HOLBROOK,174,34.048928000000004,-111.093731,Arizona
AZ,MOHAVE VALLEY,225,34.048928000000004,-111.093731,Arizona
AZ,KEARNY,221,34.048928000000004,-111.093731,Arizona
AZ,FT DEFIANCE,4,34.048928000000004,-111.093731,Arizona
AZ,NOGALES,1593,34.048928000000004,-111.093731,Arizona
AZ,NEW RIVER,196,34.048928000000004,-111.093731,Arizona
AZ,MORENCI,228,34.048928000000004,-111.093731,Arizona
AZ,MIAMI,2,34.048928000000004,-111.093731,Arizona
AZ,MESA,29830,34.048928000000004,-111.093731,Arizona
AZ,MAYER,193,34.048928000000004,-111.093731,Arizona
AZ,MARICOPA,939,34.048928000000004,-111.093731,Arizona
AZ,KAYENTA,198,34.048928000000004,-111.093731,Arizona
AZ,MARANA,971,34.048928000000004,-111.093731,Arizona
AZ,LK HAVASU CTY,99,34.048928000000004,-111.093731,Arizona
AZ,LITTLEFIELD,115,34.048928000000004,-111.093731,Arizona
AZ,LITCHFIELD PARK,770,34.048928000000004,-111.093731,Arizona
AZ,LAVEEN,28,34.048928000000004,-111.093731,Arizona
AZ,LAKESIDE,913,34.048928000000004,-111.093731,Arizona
AZ,LAKE HAVASU CITY,4338,34.048928000000004,-111.093731,Arizona
AZ,LAKE HAVASU,5,34.048928000000004,-111.093731,Arizona
AZ,KINGMAN,5465,34.048928000000004,-111.093731,Arizona
AZ,LUKE AFB,2,34.048928000000004,-111.093731,Arizona
AZ,FREDONIA,1,34.048928000000004,-111.093731,Arizona
AZ,BISBEE,773,34.048928000000004,-111.093731,Arizona
AZ,FORT MOHAVE,1203,34.048928000000004,-111.093731,Arizona
AZ,CHANDLER,14728,34.048928000000004,-111.093731,Arizona
AZ,CAVE CREEK,950,34.048928000000004,-111.093731,Arizona
AZ,CATALINA,7,34.048928000000004,-111.093731,Arizona
AZ,CASA GRANDE,4926,34.048928000000004,-111.093731,Arizona
AZ,CAREFREE,291,34.048928000000004,-111.093731,Arizona
AZ,CAMP VERDE,766,34.048928000000004,-111.093731,Arizona
AZ,BULLHEAD CITY,3967,34.048928000000004,-111.093731,Arizona
AZ,BUCKEYE,1269,34.048928000000004,-111.093731,Arizona
AZ,CHINLE,375,34.048928000000004,-111.093731,Arizona
AZ,BLACK CAYON CITY,4,34.048928000000004,-111.093731,Arizona
AZ,ORACLE,146,34.048928000000004,-111.093731,Arizona
AZ,BENSON,886,34.048928000000004,-111.093731,Arizona
AZ,BAGDAD,45,34.048928000000004,-111.093731,Arizona
AZ,AVONDALE,2944,34.048928000000004,-111.093731,Arizona
AZ,AVODALE,2,34.048928000000004,-111.093731,Arizona
AZ,ARIZONA CITY,78,34.048928000000004,-111.093731,Arizona
AZ,APACHE JUNCTION,2048,34.048928000000004,-111.093731,Arizona
AZ,APACHE JCT,1,34.048928000000004,-111.093731,Arizona
AZ,BLACK CANYON CITY,128,34.048928000000004,-111.093731,Arizona
AZ,FOUNTAIN HILLS,1014,34.048928000000004,-111.093731,Arizona
AZ,CHINO VALLEY,861,34.048928000000004,-111.093731,Arizona
AZ,COLENDALE,15,34.048928000000004,-111.093731,Arizona
AZ,FORT MCDOWELL,1,34.048928000000004,-111.093731,Arizona
AZ,"FORT DEFIANCE,",71,34.048928000000004,-111.093731,Arizona
AZ,FORT DEFIANCE,799,34.048928000000004,-111.093731,Arizona
AZ,FLORENCE,508,34.048928000000004,-111.093731,Arizona
AZ,FLAGSTAFF,5876,34.048928000000004,-111.093731,Arizona
AZ,ELOY,328,34.048928000000004,-111.093731,Arizona
AZ,ELFRIDA,247,34.048928000000004,-111.093731,Arizona
AZ,EL MIRAGE,114,34.048928000000004,-111.093731,Arizona
AZ,CLAYPOOL,1,34.048928000000004,-111.093731,Arizona
AZ,EAGAR,540,34.048928000000004,-111.093731,Arizona
AZ,DOUGLAS,1093,34.048928000000004,-111.093731,Arizona
AZ,DM AFB,17,34.048928000000004,-111.093731,Arizona
AZ,DEWEY,715,34.048928000000004,-111.093731,Arizona
AZ,DAVIS MONTHAN AFB,29,34.048928000000004,-111.093731,Arizona
