state,city,total_drug_count,latitude,longitude,name
NY,HORNELL,2048,43.299428000000006,-74.217933,New York
NY,HOPEWELL JUNCTION,856,43.299428000000006,-74.217933,New York
NY,HUDSON FALLS,566,43.299428000000006,-74.217933,New York
NY,ILION,706,43.299428000000006,-74.217933,New York
NY,HIGHLAND FALLS,30,43.299428000000006,-74.217933,New York
NY,HIGH FALLS,1,43.299428000000006,-74.217933,New York
NY,HALFMOON,1,43.299428000000006,-74.217933,New York
NY,HAMBURG,3127,43.299428000000006,-74.217933,New York
NY,HAMILTON,831,43.299428000000006,-74.217933,New York
NY,HAMLIN,164,43.299428000000006,-74.217933,New York
NY,HAMMOND,47,43.299428000000006,-74.217933,New York
NY,HAMMONDSPORT,3,43.299428000000006,-74.217933,New York
NY,HAMPTON BAYS,857,43.299428000000006,-74.217933,New York
NY,HANCOCK,72,43.299428000000006,-74.217933,New York
NY,HARRIMAN,56,43.299428000000006,-74.217933,New York
NY,HARRIS,199,43.299428000000006,-74.217933,New York
NY,HARRISON,695,43.299428000000006,-74.217933,New York
NY,HARTSDALE,914,43.299428000000006,-74.217933,New York
NY,HASTINGS HDSN,81,43.299428000000006,-74.217933,New York
NY,HASTINGS ON HUDSON,203,43.299428000000006,-74.217933,New York
NY,HAUPPAGE,2,43.299428000000006,-74.217933,New York
NY,HAUPPAUGE,2364,43.299428000000006,-74.217933,New York
NY,HAVERSTRAW,256,43.299428000000006,-74.217933,New York
NY,HICKVILLE,4,43.299428000000006,-74.217933,New York
NY,HICKSVILLE,2976,43.299428000000006,-74.217933,New York
NY,HEWLETT HARBOR,33,43.299428000000006,-74.217933,New York
NY,HEWLETT,1885,43.299428000000006,-74.217933,New York
NY,HEWLERT,7,43.299428000000006,-74.217933,New York
NY,HEW HYDE PARK,24,43.299428000000006,-74.217933,New York
NY,HIGHLAND,515,43.299428000000006,-74.217933,New York
NY,HEUVELTON,29,43.299428000000006,-74.217933,New York
NY,HERKIMER,1561,43.299428000000006,-74.217933,New York
NY,HENSONVILLE,132,43.299428000000006,-74.217933,New York
NY,HENRIETTA,379,43.299428000000006,-74.217933,New York
NY,HEMPSTED,12,43.299428000000006,-74.217933,New York
NY,HEMPSTEAD,2082,43.299428000000006,-74.217933,New York
NY,HAWTHORNE,1973,43.299428000000006,-74.217933,New York
NY,HERMON,170,43.299428000000006,-74.217933,New York
NY,HADLEY,2,43.299428000000006,-74.217933,New York
NY,INDIAN LAKE,219,43.299428000000006,-74.217933,New York
NY,IRVING,565,43.299428000000006,-74.217933,New York
NY,KIRKWOOD,40,43.299428000000006,-74.217933,New York
NY,LA FAYETTE,52,43.299428000000006,-74.217933,New York
NY,LACKAWANNA,665,43.299428000000006,-74.217933,New York
NY,LACONA,126,43.299428000000006,-74.217933,New York
NY,LAFAYETTE,2,43.299428000000006,-74.217933,New York
NY,LAGRANGEVILLE,310,43.299428000000006,-74.217933,New York
NY,LAKE CARMEL,135,43.299428000000006,-74.217933,New York
NY,LAKE GEORGE,5,43.299428000000006,-74.217933,New York
NY,LAKE GROVE,419,43.299428000000006,-74.217933,New York
NY,LAKE KATRINE,788,43.299428000000006,-74.217933,New York
NY,LAKE LUZERNE,3,43.299428000000006,-74.217933,New York
NY,LAKE PLACID,529,43.299428000000006,-74.217933,New York
NY,LAKE RONKOKOMA,1,43.299428000000006,-74.217933,New York
NY,LAKE RONKONKOMA,1428,43.299428000000006,-74.217933,New York
NY,LAKE SUCCESS,4016,43.299428000000006,-74.217933,New York
NY,LAKE VIEW,52,43.299428000000006,-74.217933,New York
NY,LAKEVILLE,455,43.299428000000006,-74.217933,New York
NY,LIC,6,43.299428000000006,-74.217933,New York
NY,LIBERTY,256,43.299428000000006,-74.217933,New York
NY,LEXINGTON,125,43.299428000000006,-74.217933,New York
NY,LEWISTON,1971,43.299428000000006,-74.217933,New York
NY,LEVITTOWN,940,43.299428000000006,-74.217933,New York
NY,LEROY,403,43.299428000000006,-74.217933,New York
NY,KINGSTON,7766,43.299428000000006,-74.217933,New York
NY,LEE CENTER,265,43.299428000000006,-74.217933,New York
NY,LAWRENCE,1689,43.299428000000006,-74.217933,New York
NY,LAURELTON,265,43.299428000000006,-74.217933,New York
NY,LATHAM,3936,43.299428000000006,-74.217933,New York
NY,LARCHMONT,1007,43.299428000000006,-74.217933,New York
NY,LANCASTER,140,43.299428000000006,-74.217933,New York
NY,LAKEWOOD,251,43.299428000000006,-74.217933,New York
NY,LE ROY,369,43.299428000000006,-74.217933,New York
NY,INWOOD,305,43.299428000000006,-74.217933,New York
NY,KINGS PARK,442,43.299428000000006,-74.217933,New York
NY,KEW GARDENS HILLS,3,43.299428000000006,-74.217933,New York
NY,IRVINGTON,18,43.299428000000006,-74.217933,New York
NY,ISLAND PARK,621,43.299428000000006,-74.217933,New York
NY,ISLANDIA,513,43.299428000000006,-74.217933,New York
NY,ISLIP,580,43.299428000000006,-74.217933,New York
NY,ISLIP TERRACE,282,43.299428000000006,-74.217933,New York
NY,ITHACA,5430,43.299428000000006,-74.217933,New York
NY,ITHICA,7,43.299428000000006,-74.217933,New York
NY,JACKSON HEIGHT,9,43.299428000000006,-74.217933,New York
NY,JACKSON HEIGHTS,7146,43.299428000000006,-74.217933,New York
NY,JACKSON HTS,3,43.299428000000006,-74.217933,New York
NY,JAMAICA,13883,43.299428000000006,-74.217933,New York
NY,JAMAICA EST,7,43.299428000000006,-74.217933,New York
NY,JAMAICA ESTATES,42,43.299428000000006,-74.217933,New York
NY,JAMAICA HILLS,67,43.299428000000006,-74.217933,New York
NY,JAMAICA QUEENS,1,43.299428000000006,-74.217933,New York
NY,JAMESPORT,3,43.299428000000006,-74.217933,New York
NY,JAMESTOWN,5743,43.299428000000006,-74.217933,New York
NY,KEW GARDENS,1176,43.299428000000006,-74.217933,New York
NY,KERHONKSON,97,43.299428000000006,-74.217933,New York
NY,KENMORE,2140,43.299428000000006,-74.217933,New York
NY,KENDALL,144,43.299428000000006,-74.217933,New York
NY,KEESEVILLE,86,43.299428000000006,-74.217933,New York
NY,KATONAH,862,43.299428000000006,-74.217933,New York
NY,KINDERHOOK,376,43.299428000000006,-74.217933,New York
NY,JUFFERN,2,43.299428000000006,-74.217933,New York
NY,JOHNSON CITY,3696,43.299428000000006,-74.217933,New York
NY,JERICHO,609,43.299428000000006,-74.217933,New York
NY,JEFFERSONVILLE,104,43.299428000000006,-74.217933,New York
NY,JEFFERSON VALLEY,253,43.299428000000006,-74.217933,New York
NY,JAMICA,6,43.299428000000006,-74.217933,New York
NY,JAMESVILLE,215,43.299428000000006,-74.217933,New York
NY,JOHNSTOWN,930,43.299428000000006,-74.217933,New York
NY,GUILDERLAND,288,43.299428000000006,-74.217933,New York
NY,GROTON,365,43.299428000000006,-74.217933,New York
NY,GREENWOOD,13,43.299428000000006,-74.217933,New York
NY,ELLENBURG,117,43.299428000000006,-74.217933,New York
NY,ELLENVILLE,348,43.299428000000006,-74.217933,New York
NY,ELLICOTTVILLE,22,43.299428000000006,-74.217933,New York
NY,ELMA,530,43.299428000000006,-74.217933,New York
NY,ELMHURST,11229,43.299428000000006,-74.217933,New York
NY,ELMIRA,6408,43.299428000000006,-74.217933,New York
NY,ELMIRA HEIGHTS,17,43.299428000000006,-74.217933,New York
NY,ELMONT,1158,43.299428000000006,-74.217933,New York
NY,ELMSFORD,316,43.299428000000006,-74.217933,New York
NY,ENDICOTT,1911,43.299428000000006,-74.217933,New York
NY,ENDWELL,2190,43.299428000000006,-74.217933,New York
NY,EVANS MILLS,245,43.299428000000006,-74.217933,New York
NY,FABIUS,5,43.299428000000006,-74.217933,New York
NY,FAIRPORT,1939,43.299428000000006,-74.217933,New York
NY,FALCONER,7,43.299428000000006,-74.217933,New York
NY,FAR ROCK AWAY,3,43.299428000000006,-74.217933,New York
NY,FAR ROCKAWAY,6291,43.299428000000006,-74.217933,New York
NY,FLUSHING,28209,43.299428000000006,-74.217933,New York
NY,FLORIDA,426,43.299428000000006,-74.217933,New York
NY,FLORAL PARK,1008,43.299428000000006,-74.217933,New York
NY,FISHKILL,4812,43.299428000000006,-74.217933,New York
NY,FISHILL,15,43.299428000000006,-74.217933,New York
NY,FILUSHIGY,1,43.299428000000006,-74.217933,New York
NY,ELKA PARK,21,43.299428000000006,-74.217933,New York
NY,FILLMORE,1,43.299428000000006,-74.217933,New York
NY,FAYETTEVILLE,3056,43.299428000000006,-74.217933,New York
NY,FARMIONGDALE,38,43.299428000000006,-74.217933,New York
NY,FARMINGVILLE,790,43.299428000000006,-74.217933,New York
NY,FARMINGTON,17,43.299428000000006,-74.217933,New York
NY,FARMINGDALE,570,43.299428000000006,-74.217933,New York
NY,FAR ROKAWAY,20,43.299428000000006,-74.217933,New York
NY,FERNDALE,547,43.299428000000006,-74.217933,New York
NY,FLUSHINGS,1,43.299428000000006,-74.217933,New York
NY,ELIZABETHTOWN,733,43.299428000000006,-74.217933,New York
NY,EGGERTSVILLE,148,43.299428000000006,-74.217933,New York
NY,E SETAUKET,403,43.299428000000006,-74.217933,New York
NY,E SYRACUSE,18,43.299428000000006,-74.217933,New York
NY,E. AMHERST,2,43.299428000000006,-74.217933,New York
NY,E. MEADOW,1,43.299428000000006,-74.217933,New York
NY,E. SETAUKET,113,43.299428000000006,-74.217933,New York
NY,EARLVILLE,1,43.299428000000006,-74.217933,New York
NY,EAST AMHERST,213,43.299428000000006,-74.217933,New York
NY,EAST AMHURST,10,43.299428000000006,-74.217933,New York
NY,EAST AURORA,1576,43.299428000000006,-74.217933,New York
NY,EAST ELMHURST,259,43.299428000000006,-74.217933,New York
NY,EAST GREENBUSH,432,43.299428000000006,-74.217933,New York
NY,EAST HAMPTON,413,43.299428000000006,-74.217933,New York
NY,EAST HILLS,19,43.299428000000006,-74.217933,New York
NY,EAST ISLIP,1674,43.299428000000006,-74.217933,New York
NY,EAST MEADOW,4288,43.299428000000006,-74.217933,New York
NY,EAST MORICHES,885,43.299428000000006,-74.217933,New York
NY,EAST NORTHPORT,683,43.299428000000006,-74.217933,New York
NY,EDMESTON,9,43.299428000000006,-74.217933,New York
NY,EDEN,190,43.299428000000006,-74.217933,New York
NY,EASTPORT,137,43.299428000000006,-74.217933,New York
NY,EASTCHESTER,967,43.299428000000006,-74.217933,New York
NY,EAST YRACUSE,75,43.299428000000006,-74.217933,New York
NY,EAST VICTOR PLACE/ VICTOR,1,43.299428000000006,-74.217933,New York
NY,ELBRIDGE,656,43.299428000000006,-74.217933,New York
NY,EAST SYRACUSE,4074,43.299428000000006,-74.217933,New York
NY,EAST SETAUKER,24,43.299428000000006,-74.217933,New York
NY,EAST ROCKAWAY,339,43.299428000000006,-74.217933,New York
NY,EAST ROCHESTER,96,43.299428000000006,-74.217933,New York
NY,EAST QUOGUE,45,43.299428000000006,-74.217933,New York
NY,EAST PATCHOGUE,2635,43.299428000000006,-74.217933,New York
NY,EAST NORWICH,156,43.299428000000006,-74.217933,New York
NY,EAST SETAUKET,5165,43.299428000000006,-74.217933,New York
NY,FLY CREEK,2,43.299428000000006,-74.217933,New York
NY,FONDA,10,43.299428000000006,-74.217933,New York
NY,FOREST HILLS,10207,43.299428000000006,-74.217933,New York
NY,GLEN HEAD,463,43.299428000000006,-74.217933,New York
NY,GLEN OAKS,1512,43.299428000000006,-74.217933,New York
NY,GLEN SPEY,7,43.299428000000006,-74.217933,New York
NY,GLENDALE,1395,43.299428000000006,-74.217933,New York
NY,GLENDALE QUEENS,1,43.299428000000006,-74.217933,New York
NY,GLENHEAD,1,43.299428000000006,-74.217933,New York
NY,GLENMONT,2,43.299428000000006,-74.217933,New York
NY,GLENS FALLS,6995,43.299428000000006,-74.217933,New York
NY,GLENVILLE,284,43.299428000000006,-74.217933,New York
NY,GLENWOOD LANDING,1,43.299428000000006,-74.217933,New York
NY,GLOVERSVILLE,2630,43.299428000000006,-74.217933,New York
NY,"GLOVERSVILLE, NY 12078",21,43.299428000000006,-74.217933,New York
NY,GOLDENS BRIDGE,11,43.299428000000006,-74.217933,New York
NY,GOSHEN,2636,43.299428000000006,-74.217933,New York
NY,GOUVERNEUR,959,43.299428000000006,-74.217933,New York
NY,GOWANDA,911,43.299428000000006,-74.217933,New York
NY,GRAND ISLAND,265,43.299428000000006,-74.217933,New York
NY,GREENWICH,606,43.299428000000006,-74.217933,New York
NY,GREENVILLE,295,43.299428000000006,-74.217933,New York
NY,GREENVALE,135,43.299428000000006,-74.217933,New York
NY,GREENPORT,551,43.299428000000006,-74.217933,New York
NY,GREENLAWN,231,43.299428000000006,-74.217933,New York
NY,GREENHURST,55,43.299428000000006,-74.217933,New York
NY,GLEN FALLS,2,43.299428000000006,-74.217933,New York
NY,GREENFIELD CENTER,73,43.299428000000006,-74.217933,New York
NY,GREEN ISLAND,184,43.299428000000006,-74.217933,New York
NY,GREECE,12,43.299428000000006,-74.217933,New York
NY,GREATNECK,2,43.299428000000006,-74.217933,New York
NY,GREAT RIVER,2,43.299428000000006,-74.217933,New York
NY,GREAT NECK,11438,43.299428000000006,-74.217933,New York
NY,GRANVILLE,660,43.299428000000006,-74.217933,New York
NY,GREENE,552,43.299428000000006,-74.217933,New York
NY,GLEN COVE,4089,43.299428000000006,-74.217933,New York
NY,GILBOA,1,43.299428000000006,-74.217933,New York
NY,GHENT,115,43.299428000000006,-74.217933,New York
NY,FREDONIA,1041,43.299428000000006,-74.217933,New York
NY,FRANKLINVILLE,115,43.299428000000006,-74.217933,New York
NY,FRANKLIN SQUARE,1185,43.299428000000006,-74.217933,New York
NY,FRANKLIN SQ,2,43.299428000000006,-74.217933,New York
NY,FRANKLIN,58,43.299428000000006,-74.217933,New York
NY,FRANKFORT,2,43.299428000000006,-74.217933,New York
NY,FREEPORT,2994,43.299428000000006,-74.217933,New York
NY,FORT PLAIN,1,43.299428000000006,-74.217933,New York
NY,FORT EDWARD,675,43.299428000000006,-74.217933,New York
NY,FORT DRUM,454,43.299428000000006,-74.217933,New York
NY,FORT COVINGTON,27,43.299428000000006,-74.217933,New York
NY,FORSET HILLS,248,43.299428000000006,-74.217933,New York
NY,FORESTVILLE,85,43.299428000000006,-74.217933,New York
NY,FORESTHILLS,1,43.299428000000006,-74.217933,New York
NY,FORT JOHNSON,18,43.299428000000006,-74.217933,New York
NY,WYANDANCH,108,43.299428000000006,-74.217933,New York
NY,FREEVILLE,61,43.299428000000006,-74.217933,New York
NY,FULTON,1552,43.299428000000006,-74.217933,New York
NY,GETZVILLE,302,43.299428000000006,-74.217933,New York
NY,GERRY,254,43.299428000000006,-74.217933,New York
NY,GERMANTOWN,1,43.299428000000006,-74.217933,New York
NY,GENEVA,3003,43.299428000000006,-74.217933,New York
NY,GENESEO,1213,43.299428000000006,-74.217933,New York
NY,GASPORT,4,43.299428000000006,-74.217933,New York
NY,FRESH MEADOWS,2267,43.299428000000006,-74.217933,New York
NY,GARRISON,6,43.299428000000006,-74.217933,New York
NY,GARNERVILLE,1068,43.299428000000006,-74.217933,New York
NY,GARDEN CITY PARK,9,43.299428000000006,-74.217933,New York
NY,GARDEN CITY,6657,43.299428000000006,-74.217933,New York
NY,GANSEVOORT,39,43.299428000000006,-74.217933,New York
NY,GALWAY,126,43.299428000000006,-74.217933,New York
NY,FULTONVILLE,21,43.299428000000006,-74.217933,New York
NY,GARNEVILLE,26,43.299428000000006,-74.217933,New York
NY,WURTSBORO,131,43.299428000000006,-74.217933,New York
NY,WORCESTER,201,43.299428000000006,-74.217933,New York
NY,WOODSTOCK,813,43.299428000000006,-74.217933,New York
NY,ROUND LAKE,31,43.299428000000006,-74.217933,New York
NY,ROUSES POINT,1,43.299428000000006,-74.217933,New York
NY,ROXBURY,86,43.299428000000006,-74.217933,New York
NY,RUSH,2,43.299428000000006,-74.217933,New York
NY,RUSHVILLE,389,43.299428000000006,-74.217933,New York
NY,RYE,1811,43.299428000000006,-74.217933,New York
NY,RYE BROOK,965,43.299428000000006,-74.217933,New York
NY,S. RICHMOND HILL,124,43.299428000000006,-74.217933,New York
NY,SACKETS HARBOR,11,43.299428000000006,-74.217933,New York
NY,SAG HARBOR,221,43.299428000000006,-74.217933,New York
NY,SAINT ALBANS,454,43.299428000000006,-74.217933,New York
NY,SAINT JAMES,539,43.299428000000006,-74.217933,New York
NY,SALAMANCA,917,43.299428000000006,-74.217933,New York
NY,SALEM,147,43.299428000000006,-74.217933,New York
NY,SANBORN,37,43.299428000000006,-74.217933,New York
NY,SANDS POINT,65,43.299428000000006,-74.217933,New York
NY,SANDY CREEK,17,43.299428000000006,-74.217933,New York
NY,SCHENECTADY,12678,43.299428000000006,-74.217933,New York
NY,SCHDY,6,43.299428000000006,-74.217933,New York
NY,SCHAGHTICOKE,66,43.299428000000006,-74.217933,New York
NY,SCARSDALE,4354,43.299428000000006,-74.217933,New York
NY,SAYVILLE,291,43.299428000000006,-74.217933,New York
NY,SAUQUOIT,226,43.299428000000006,-74.217933,New York
NY,ROTTERDAM,6,43.299428000000006,-74.217933,New York
NY,SAUGERTIES,677,43.299428000000006,-74.217933,New York
NY,SARATOGO SPRINGS,5,43.299428000000006,-74.217933,New York
NY,SARATOGA SPRINGS,5568,43.299428000000006,-74.217933,New York
NY,SARATOGA SPGS,24,43.299428000000006,-74.217933,New York
NY,SARASOTA SPRINGS,17,43.299428000000006,-74.217933,New York
NY,SARANAC LAKE,1652,43.299428000000006,-74.217933,New York
NY,SARANAC,13,43.299428000000006,-74.217933,New York
NY,SATATEN ISLAND,6,43.299428000000006,-74.217933,New York
NY,SCHENECTEDY,1,43.299428000000006,-74.217933,New York
NY,ROSLYN HTS,1,43.299428000000006,-74.217933,New York
NY,ROSLYN HEIGHTS,885,43.299428000000006,-74.217933,New York
NY,RIDGEWOOD GREENS,17,43.299428000000006,-74.217933,New York
NY,"RIDGEWOOD,",94,43.299428000000006,-74.217933,New York
NY,RIFTON,44,43.299428000000006,-74.217933,New York
NY,RIPLEY,114,43.299428000000006,-74.217933,New York
NY,RIVERDALE,894,43.299428000000006,-74.217933,New York
NY,RIVERDALE BRONX NYC,1,43.299428000000006,-74.217933,New York
NY,RIVERHEAD,4457,43.299428000000006,-74.217933,New York
NY,ROCH,5,43.299428000000006,-74.217933,New York
NY,ROCHDALE,206,43.299428000000006,-74.217933,New York
NY,ROCHESTER,73754,43.299428000000006,-74.217933,New York
NY,ROCK HILL,222,43.299428000000006,-74.217933,New York
NY,ROCK TAVERN,1,43.299428000000006,-74.217933,New York
NY,ROCKAWAY BEACH,684,43.299428000000006,-74.217933,New York
NY,ROCKAWAY PARK,998,43.299428000000006,-74.217933,New York
NY,ROCKAWAY POINT,122,43.299428000000006,-74.217933,New York
NY,ROCKAWY PARK,43,43.299428000000006,-74.217933,New York
NY,ROCKESTER,24,43.299428000000006,-74.217933,New York
NY,ROSLYN ESTATES,109,43.299428000000006,-74.217933,New York
NY,ROSLYN,2329,43.299428000000006,-74.217933,New York
NY,ROSENDALE,97,43.299428000000006,-74.217933,New York
NY,ROSEDALE,662,43.299428000000006,-74.217933,New York
NY,ROOSEVELT ISLAND,916,43.299428000000006,-74.217933,New York
NY,ROOSEVELT,142,43.299428000000006,-74.217933,New York
NY,ROSLYN HGTS,235,43.299428000000006,-74.217933,New York
NY,RONKONKOMA,742,43.299428000000006,-74.217933,New York
NY,ROME,4053,43.299428000000006,-74.217933,New York
NY,ROCKY POINT,241,43.299428000000006,-74.217933,New York
NY,ROCKVILLE CTRE,11,43.299428000000006,-74.217933,New York
NY,ROCKVILLE CTR,170,43.299428000000006,-74.217933,New York
NY,ROCKVILLE CENTRE,6182,43.299428000000006,-74.217933,New York
NY,ROCKVILLE CENTER,241,43.299428000000006,-74.217933,New York
NY,ROMULUS,70,43.299428000000006,-74.217933,New York
NY,RIDGEWOOD,2098,43.299428000000006,-74.217933,New York
NY,SCHENECTODY,22,43.299428000000006,-74.217933,New York
NY,SCHOHARE,2,43.299428000000006,-74.217933,New York
NY,SOUTH FALLSBURG,74,43.299428000000006,-74.217933,New York
NY,SOUTH FLORAL PARK,8,43.299428000000006,-74.217933,New York
NY,SOUTH GLENS FALLS,303,43.299428000000006,-74.217933,New York
NY,SOUTH HAMPTON,7,43.299428000000006,-74.217933,New York
NY,SOUTH HEMPSTEAD,5,43.299428000000006,-74.217933,New York
NY,SOUTH NYACK,7,43.299428000000006,-74.217933,New York
NY,SOUTH OZONE PARK,537,43.299428000000006,-74.217933,New York
NY,SOUTH RICHMOND HILL,2261,43.299428000000006,-74.217933,New York
NY,SOUTH SALEM,250,43.299428000000006,-74.217933,New York
NY,SOUTH SETAUKET,53,43.299428000000006,-74.217933,New York
NY,SOUTH WALES,32,43.299428000000006,-74.217933,New York
NY,SOUTHAMPTON,1567,43.299428000000006,-74.217933,New York
NY,SOUTHOLD,414,43.299428000000006,-74.217933,New York
NY,SPARKILL,4,43.299428000000006,-74.217933,New York
NY,SPECULATOR,111,43.299428000000006,-74.217933,New York
NY,SPENCERPORT,936,43.299428000000006,-74.217933,New York
NY,SPENDERPORT,3,43.299428000000006,-74.217933,New York
NY,STAR LAKE,136,43.299428000000006,-74.217933,New York
NY,STANFORDVILLE,53,43.299428000000006,-74.217933,New York
NY,STAMFORD,233,43.299428000000006,-74.217933,New York
NY,ST. JOHNSVILLE,100,43.299428000000006,-74.217933,New York
NY,ST. ALBANS,103,43.299428000000006,-74.217933,New York
NY,ST JOHNSVILLE,141,43.299428000000006,-74.217933,New York
NY,SOMERS,711,43.299428000000006,-74.217933,New York
NY,ST JAMES,11,43.299428000000006,-74.217933,New York
NY,SSTATEN ISLAND,32,43.299428000000006,-74.217933,New York
NY,SPRINGVILLE,1420,43.299428000000006,-74.217933,New York
NY,SPRINGVALLEY,212,43.299428000000006,-74.217933,New York
NY,SPRINGFIELD GARDENS,378,43.299428000000006,-74.217933,New York
NY,SPRING VALLEY,735,43.299428000000006,-74.217933,New York
NY,SPEONK,2,43.299428000000006,-74.217933,New York
NY,ST ALBANS,221,43.299428000000006,-74.217933,New York
NY,SCHNECTADY,72,43.299428000000006,-74.217933,New York
NY,SOLVAY,5,43.299428000000006,-74.217933,New York
NY,SNYDER,306,43.299428000000006,-74.217933,New York
NY,SCHOHARIE,350,43.299428000000006,-74.217933,New York
NY,SCHUYLERVILLE,113,43.299428000000006,-74.217933,New York
NY,SCOTIA,786,43.299428000000006,-74.217933,New York
NY,SCOTTSVILLE,4,43.299428000000006,-74.217933,New York
NY,SEA CLIFF,325,43.299428000000006,-74.217933,New York
NY,SEAFORD,1277,43.299428000000006,-74.217933,New York
NY,SEARSDALE,1,43.299428000000006,-74.217933,New York
NY,SELDEN,648,43.299428000000006,-74.217933,New York
NY,SELKIRK,1,43.299428000000006,-74.217933,New York
NY,SENECA FALLS,1114,43.299428000000006,-74.217933,New York
NY,SETAUKET,654,43.299428000000006,-74.217933,New York
NY,SHARON SPRINGS,228,43.299428000000006,-74.217933,New York
NY,SHELTER IS. HGTS,15,43.299428000000006,-74.217933,New York
NY,SHELTER ISLAND,127,43.299428000000006,-74.217933,New York
NY,SHERBURNE,554,43.299428000000006,-74.217933,New York
NY,SHERMAN,80,43.299428000000006,-74.217933,New York
NY,SHERRILL,79,43.299428000000006,-74.217933,New York
NY,SMITHTOWN,6739,43.299428000000006,-74.217933,New York
NY,SLINGERLANDS,1567,43.299428000000006,-74.217933,New York
NY,SLEEPY HOLLOW,1232,43.299428000000006,-74.217933,New York
NY,SLATE HILL,118,43.299428000000006,-74.217933,New York
NY,SKANEATELES,564,43.299428000000006,-74.217933,New York
NY,SILVER CREEK,795,43.299428000000006,-74.217933,New York
NY,SODUS,144,43.299428000000006,-74.217933,New York
NY,SIDNEY,907,43.299428000000006,-74.217933,New York
NY,SHRUB OAK,2,43.299428000000006,-74.217933,New York
NY,SHOUB OAK,104,43.299428000000006,-74.217933,New York
NY,SHORTSVILLE,473,43.299428000000006,-74.217933,New York
NY,SHOREHAM,664,43.299428000000006,-74.217933,New York
NY,SHOKAN,2,43.299428000000006,-74.217933,New York
NY,SHIRLEY,586,43.299428000000006,-74.217933,New York
NY,SI,5,43.299428000000006,-74.217933,New York
NY,RIDGE,11,43.299428000000006,-74.217933,New York
NY,RICHOND HILL,12,43.299428000000006,-74.217933,New York
NY,RICHMONDVILLE,1,43.299428000000006,-74.217933,New York
NY,NY-JAMAICA,8,43.299428000000006,-74.217933,New York
NY,NYACK,1211,43.299428000000006,-74.217933,New York
NY,NYC,527,43.299428000000006,-74.217933,New York
NY,OAKDALE,125,43.299428000000006,-74.217933,New York
NY,OAKFIELD,188,43.299428000000006,-74.217933,New York
NY,OAKLAND GARDENS,920,43.299428000000006,-74.217933,New York
NY,OCEAN BAY PARK,1,43.299428000000006,-74.217933,New York
NY,OCEANSIDE,2204,43.299428000000006,-74.217933,New York
NY,ODGENSBURG,4,43.299428000000006,-74.217933,New York
NY,OGDENBURG,24,43.299428000000006,-74.217933,New York
NY,OGDENSBURG,2468,43.299428000000006,-74.217933,New York
NY,OKLAHOMA CITY,1,43.299428000000006,-74.217933,New York
NY,OLD BETHPAGE,27,43.299428000000006,-74.217933,New York
NY,OLD FORGE,119,43.299428000000006,-74.217933,New York
NY,OLD WESTBURY,240,43.299428000000006,-74.217933,New York
NY,OLEAN,5137,43.299428000000006,-74.217933,New York
NY,OLIVEBRIDGE,14,43.299428000000006,-74.217933,New York
NY,OYSTER BAY,132,43.299428000000006,-74.217933,New York
NY,OXFORD,197,43.299428000000006,-74.217933,New York
NY,OWEGO,1415,43.299428000000006,-74.217933,New York
NY,OVID,13,43.299428000000006,-74.217933,New York
NY,OTEGO,1,43.299428000000006,-74.217933,New York
NY,OSWEGO,3687,43.299428000000006,-74.217933,New York
NY,NY,1070,43.299428000000006,-74.217933,New York
NY,OSTER BAY,1,43.299428000000006,-74.217933,New York
NY,ORISKANY FALLS,101,43.299428000000006,-74.217933,New York
NY,ORCHARD PARK,8512,43.299428000000006,-74.217933,New York
NY,ORANGEBURG,570,43.299428000000006,-74.217933,New York
NY,ONTARIO,189,43.299428000000006,-74.217933,New York
NY,ONEONTA,2970,43.299428000000006,-74.217933,New York
NY,ONEIDA,1641,43.299428000000006,-74.217933,New York
NY,OSSINING,1920,43.299428000000006,-74.217933,New York
NY,OZONE PAARK,3,43.299428000000006,-74.217933,New York
NY,NUNDA,312,43.299428000000006,-74.217933,New York
NY,NORTHVILLE,180,43.299428000000006,-74.217933,New York
NY,NEW YORK CITY,779,43.299428000000006,-74.217933,New York
NY,NEW YORK MILLS,8,43.299428000000006,-74.217933,New York
NY,NEW YOUK,4,43.299428000000006,-74.217933,New York
NY,NEW YROK,8,43.299428000000006,-74.217933,New York
NY,NEW-YORK,1,43.299428000000006,-74.217933,New York
NY,NEWARK,1698,43.299428000000006,-74.217933,New York
NY,NEWARK VALLEY,95,43.299428000000006,-74.217933,New York
NY,NEWBURGH,3344,43.299428000000006,-74.217933,New York
NY,NEWCITY,15,43.299428000000006,-74.217933,New York
NY,NEWCOMB,94,43.299428000000006,-74.217933,New York
NY,NEWFANE,1127,43.299428000000006,-74.217933,New York
NY,NEWPORT,110,43.299428000000006,-74.217933,New York
NY,NEWYORK,212,43.299428000000006,-74.217933,New York
NY,NIAGARA FALLS,6280,43.299428000000006,-74.217933,New York
NY,NISKAYUNA,278,43.299428000000006,-74.217933,New York
NY,NO TONAWANDA,2,43.299428000000006,-74.217933,New York
NY,NO. BELLMORE,3,43.299428000000006,-74.217933,New York
NY,NORTHPORT,1024,43.299428000000006,-74.217933,New York
NY,NORTH WOODMERE,39,43.299428000000006,-74.217933,New York
NY,NORTH WHITE PLAINS,3,43.299428000000006,-74.217933,New York
NY,NORTH TONAWANDA,1523,43.299428000000006,-74.217933,New York
NY,NORTH SYRACUSE,1567,43.299428000000006,-74.217933,New York
